ResponseID,ResponseSet,Name,Repeated Study,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Mturk,track,track_2,Consent Form /    /  /  Study Background and Purpose: This study examines decision-making. Your participat...,mcyes,mcyesconfidence,mcyesfirst,mcyeslast,mcyestotaltime,mcyesclickcount,mcno,mcnoconfidence,mcnofirst,mcnolast,mcnototaltime,mcnoclickcount,optyes,optyesconfidence,optyesfirst,optyeslast,optyestotaltime,optyesclickcount,optno,optnoconfidence,optnofirst,optnolast,optnototaltime,optnoclickcount,This is the last page of questions. Please answer them all.,Are you registered as an organ donor on a state or regional registry? ,Have you communicated with your next of kin about whether or not you would like to be an organ donor...,"If you have communicated with your next of kin about organ donation, what have you communicated?","If you had to explicitly communicate with your next of kin about your wishes, which would you indica...",What is your gender?,What is your age?,Which of the following best describes your race/ethnicity?,What is the highest educational degree you have earned?,Are you currently a student?,What is your marital status?,How many children do you have?,What is your total household income? (Please include your parents if you are listed as a dependent.),With which religious affiliation do you most closely identify?,"About how often do you attend religious services (excluding occasional weddings, funerals, etc.)?","Generally speaking, do you think of yourself as a Republican, a Democrat, or an Independent?","When it comes to social issues, do you think of yourself as a liberal or conservative?",In which US State do you live?,"Have you, or has anyone else in your family, received an organ transplant?","Have you, or has anyone else in your family, received dialysis treatment?","Have you, or has anyone else in your family, worked in health care?","If there were an option to be registered as an organ and tissue donor, but for your donor status to...",How many vital organs (organs that are necessary to live) can be transplanted from a cadaver? Please...,About how many people can receive any (vital or non-vital) organs and tissues from one cadaver? Plea...,About how many people are on the organ waiting list for a kidney in the Untied States? Please make y...,Do you think deceased donor organs are allocated fairly overall? ,Do you think deceased donor organs are allocated fairly to people of different races? ,Do you think deceased donor organs are allocated fairly to people with different incomes? ,Do you think deceased donor organs are allocated fairly to people with differential responsibility f...,surveyfirst,surveylast,surverytotaltime,surveyclickcount,Thank you for completing this survey. Your code for payment on MTurk is ${e://Field/Mturk}-111212101...
R_1UqrVMMnP0hwkPb,Default Response Set,Anonymous,,,,0,1/8/13 16:18,1/8/13 16:21,1,5907539,6,100,1,1,1,10.214,34.01,34.01,4,2,2,5.057,9.472,9.472,4,1,1,7.91,10.094,10.094,3,2,3,6.704,8.608,8.608,3,1,1,1,1,1,1,46,5,3,3,2,0,3,7,4,7,1,NC,2,2,1,2,10,40,5000,1,1,1,2,2.742,105.873,105.873,31,1
R_097PmtnCGYVmGTH,Default Response Set,Anonymous,,,,0,1/8/13 16:19,1/8/13 16:22,1,3744194,78,79,1,1,1,5.656,9.066,9.067,3,2,1,4.895,13.16,13.161,3,1,1,7.403,10.817,10.819,3,2,4,11.58,14.592,14.593,3,1,1,1,1,1,2,24,1,4,3,2,0,1,8,5,4,3,Missouri,2,2,2,2,10,50,200000,2,2,2,2,1.853,101.134,101.135,29,1
R_cUcXHYw1SdHDkwt,Default Response Set,Anonymous,,,,0,1/8/13 16:17,1/8/13 16:22,1,5705060,42,16,1,1,1,21.397,24.151,24.16,3,1,2,29.904,58.133,58.141,4,1,1,5.845,7.99,7.999,3,2,3,13.553,16.587,16.595,3,1,1,2,1,1,2,23,1,4,3,1,0,11,2,3,6,3,MA,2,2,1,1,3,5,30000,1,1,1,1,2.014,153.614,153.632,31,1
R_5oTeu4SP6ruMiA5,Default Response Set,Anonymous,,,,0,1/8/13 16:19,1/8/13 16:23,1,2511273,11,67,1,1,1,22.12,35.078,35.096,3,2,1,4.133,6.197,6.212,3,1,1,2.858,17.397,17.413,3,2,1,4.449,6.924,6.94,3,1,1,1,1,1,2,24,5,3,3,1,1,6,1,5,2,5,NC,2,2,1,1,"heart, liver, brain",3,20000,1,1,1,1,2.83,119.315,119.353,26,1
R_4HCu7BlHUMiKMFD,Default Response Set,Anonymous,,,,0,1/8/13 16:20,1/8/13 16:24,1,2459658,92,89,1,1,2,3.265,6.841,6.842,3,1,3,8.588,12.364,12.365,3,1,3,8.242,11.346,11.347,3,1,3,23.031,30.879,30.88,5,1,1,1,1,1,1,23,5,3,3,3,0,5,8,5,4,2,Colorado,2,2,1,2,10,20,40000,1,1,1,1,2.391,168.127,168.13,42,1
R_eF0EO1oLZQQ7I8t,Default Response Set,Anonymous,,,,0,1/8/13 16:19,1/8/13 16:25,1,8825691,20,1,1,1,1,26.146,34.25,34.257,3,2,1,14.182,21.04,21.046,3,1,1,23.366,30.622,30.629,3,2,1,23.24,30.372,30.379,3,1,1,1,1,1,2,65,5,5,3,3,3,2,3,4,4,6,ri,2,2,1,2,,5,10000,1,1,1,2,6.35,193.189,193.204,30,1
R_0x0kIaZziJclMfH,Default Response Set,Anonymous,,,,0,1/8/13 16:17,1/8/13 16:26,1,5581553,74,100,1,1,1,7.275,11.314,11.323,4,1,1,1.747,4.267,4.274,3,1,1,39.243,42.643,42.667,3,1,1,8.768,12.848,12.857,4,1,2,2,,1,1,25,,2,3,2,1,1,8,5,6,3,PA,1,2,1,1,6,1000000,300000,1,1,1,1,2.128,140.16,140.186,29,1
R_cGux0WIyaJgOBSd,Default Response Set,Anonymous,,,,0,1/8/13 16:24,1/8/13 16:27,1,6489551,21,50,1,1,1,38.242,43.881,43.883,3,2,1,9.262,12.838,12.839,3,1,1,8.555,11.498,11.5,3,2,1,10.826,13.594,13.595,3,1,2,2,,1,1,44,5,3,3,2,0,5,8,5,4,1,New Jersey,2,2,1,2,5,50,100,1,1,2,2,3.977,111.921,111.921,29,1
R_8dWB2NVavLMABjn,Default Response Set,Anonymous,,,,0,1/8/13 16:21,1/8/13 16:28,1,2159246,30,99,1,1,1,22.779,38.418,38.419,3,2,1,34.052,76.87,76.871,3,1,1,29.3,33.053,33.055,3,2,2,36.524,49.05,49.051,3,1,2,1,2,2,2,40,5,3,3,1,4,5,3,4,4,6,WA,2,1,1,2,10,50,"50,000",1,1,2,1,14.085,177.813,177.815,30,1
R_5inaqcTHG6CGC4B,Default Response Set,Anonymous,,,,0,1/8/13 16:22,1/8/13 16:29,1,4297076,10,21,1,1,1,38.759,63.156,63.157,4,2,1,19.152,24.102,24.103,3,1,1,9.191,28.455,28.456,3,2,1,18.972,49.718,49.719,3,1,1,1,1,1,1,24,5,,1,2,0,7,4,3,4,4,Kansas,2,2,2,2,50,50,"10,000",1,1,1,1,3.475,196.939,196.943,30,1
R_5gWdRrlKec3sm9L,Default Response Set,Anonymous,,,,0,1/8/13 16:22,1/8/13 16:29,1,6155858,85,18,1,1,1,13.421,15.661,15.662,3,2,2,5.393,23.924,23.925,5,1,1,10.362,17.043,17.045,3,2,2,44.082,50.396,50.398,3,1,1,1,1,1,1,22,5,3,1,2,0,10,8,5,5,1,MA,1,1,1,2,6,11,5000,1,1,1,2,3.933,306.631,306.633,38,1
R_bxRlyiFaxzUI4Nn,Default Response Set,Anonymous,,,,0,1/8/13 16:25,1/8/13 16:30,1,9266788,100,85,1,1,1,9.131,24.107,24.108,3,2,1,9.405,12.292,12.294,3,1,1,10.071,22.422,22.425,3,2,1,33.846,38.814,38.817,3,1,1,1,1,1,2,24,5,3,3,2,0,1,4,4,7,5,Ohio,2,2,1,2,14,90%,"100,000",1,2,2,2,1.854,179.212,179.216,34,1
R_eyWnaxks7Z7EPZz,Default Response Set,Anonymous,,,,0,1/8/13 16:27,1/8/13 16:31,1,6881360,38,39,1,1,1,12.845,19.815,19.816,3,2,3,6.036,28.516,28.518,5,1,1,4.23,10.77,10.771,3,2,3,7.273,13.969,13.971,3,1,2,2,,1,2,29,6,3,1,1,2,4,7,5,7,1,WV,2,2,1,1,9,9,6890988908,1,1,1,1,4.183,131.056,131.057,32,1
R_a2GlgYLGzTI2byd,Default Response Set,Anonymous,,,,0,1/8/13 16:26,1/8/13 16:32,1,2400230,39,93,1,1,1,16.23,21.87,21.871,3,1,1,3.557,77.859,77.861,4,1,1,4.401,11.321,11.322,6,1,1,5.916,16.996,16.997,4,1,1,1,1,1,1,29,5,4,3,1,1,6,4,4,6,4,ky,2,2,,2,8,5000000,2500000,1,2,2,1,3.284,170.784,170.787,30,1
R_3sLNrgCYVHtL5Qx,Default Response Set,Anonymous,,,,0,1/8/13 16:28,1/8/13 16:32,1,4387915,59,79,1,1,3,0.2,5.659,5.66,5,2,3,1.164,5.352,5.352,3,1,3,2.041,60.937,60.938,7,2,3,5.269,7.239,7.24,3,1,1,1,1,1,1,26,6,4,3,2,0,5,8,5,4,2,Maine,2,2,1,2,12,50,"500,000",2,1,1,2,2.902,148.128,148.129,31,1
R_73w3zzlkTIeRCgl,Default Response Set,Anonymous,,,,0,1/8/13 16:26,1/8/13 16:32,1,8997346,29,37,1,1,1,4.531,7.17,7.174,3,2,1,184.99,191.782,191.788,3,1,1,2.744,5.68,5.684,3,2,2,11.755,13.683,13.689,3,1,1,1,1,1,1,29,5,4,3,3,2,5,1,2,2,6,Indiana,2,2,2,1,5,50,80000,1,2,2,1,1.783,96.99,97.006,34,1
R_4TTxUtn21jyCgRv,Default Response Set,Anonymous,,,,0,1/8/13 16:27,1/8/13 16:33,1,3710914,22,49,1,1,1,0.08,32.263,32.268,5,2,1,18.66,21.772,21.777,3,1,1,20.071,22.658,22.663,3,2,4,30.632,37.268,37.273,4,1,1,1,1,1,1,53,5,4,3,1,4,10,7,5,5,2,California,2,2,1,2,5,50,750000,1,1,2,1,4.092,192.038,192.055,41,1
R_9AA5LVpkjP8txPL,Default Response Set,Anonymous,,,,0,1/8/13 16:31,1/8/13 16:33,1,362426,88,37,1,1,1,1.648,3.408,3.412,3,1,2,7.358,9.942,9.948,3,1,1,8.737,13.865,13.871,3,1,1,24.031,27.359,27.365,4,1,1,2,1,1,2,23,5,4,1,2,0,5,8,5,6,2,New Jersey,1,2,2,2,10,5,7000,2,2,2,2,2.157,87.805,87.824,36,1
R_cMHHZ6kueoWvcjj,Default Response Set,Anonymous,,,,0,1/8/13 16:31,1/8/13 16:34,1,2928799,78,50,1,1,1,9.072,11.192,11.196,3,1,1,6.148,10.26,10.264,3,1,1,7.072,13.712,13.717,3,1,1,15.362,21.346,21.351,4,1,1,1,1,1,2,25,6,2,1,2,0,4,8,5,7,1,Virginia,2,2,2,2,20,1000000,30000,1,1,1,1,2.346,86.842,86.854,33,1
R_7NUIrHlcSdU8IC1,Default Response Set,Anonymous,,,,0,1/8/13 16:30,1/8/13 16:34,1,8068959,62,74,1,1,3,9.297,11.749,11.754,3,2,3,4.184,6.793,6.798,3,1,3,22.023,33.043,33.049,4,2,3,17.44,21.507,21.513,3,1,2,2,1,1,1,25,5,4,1,2,0,3,8,5,4,1,IN,2,2,2,1,6,50,"10,000",2,2,2,2,3.351,119.591,13.357,35,1
R_8wsSsYNL2BwY6Xz,Default Response Set,Anonymous,,,,0,1/8/13 16:33,1/8/13 16:35,1,656745,21,23,1,1,1,9.425,16.832,16.833,4,2,1,2.385,10.65,10.651,4,2,2,0.114,2.99,2.991,4,1,3,1.539,3.562,3.562,4,1,2,2,2,2,1,22,6,3,1,2,0,3,8,5,7,1,Florida,2,2,2,2,3,1,9000,1,2,2,1,5.21,36.78,79.405,18,1
R_8qRffs90WbiXAcB,Default Response Set,Anonymous,,,,0,1/8/13 16:33,1/8/13 16:36,1,8535474,27,85,1,1,3,5.006,7.723,7.727,3,1,2,10.95,18.82,18.824,5,2,2,4.374,7.415,7.417,4,1,3,1.921,4.147,4.15,3,1,2,1,2,1,1,22,6,4,2,2,0,4,3,4,3,4,nj,1,2,1,2,24,11,25,2,1,2,1,1.011,106.563,106.57,50,1
R_00AXEbIkZshmWRD,Default Response Set,Anonymous,,,,0,1/8/13 16:33,1/8/13 16:36,1,8949358,35,92,1,1,2,3.228,10.643,10.645,5,2,1,1.606,5.986,5.988,4,1,1,3.803,20.227,20.229,5,2,2,4.864,13.149,13.15,7,1,2,1,2,2,1,28,5,4,3,1,1,5,8,5,6,1,South Carolina,2,2,1,2,50,50,2000000,2,2,2,2,1.032,105.905,105.911,63,1
R_3KqRMMKb7uHSNQF,Default Response Set,Anonymous,,,,0,1/8/13 16:34,1/8/13 16:38,1,657513,60,39,1,1,1,3.762,6.122,6.123,3,2,2,6.189,8.704,8.705,3,2,2,28.253,30.828,30.829,3,1,1,22.561,26.786,26.788,3,1,2,2,2,2,1,22,5,3,1,2,0,2,3,4,4,4,MI,2,2,1,2,6,20,10000,2,2,2,2,1.7,143.627,143.629,30,1
R_9SrggzTQa7iTEP3,Default Response Set,Anonymous,,,,0,1/8/13 16:35,1/8/13 16:39,1,9448956,72,66,1,1,2,6.684,8.408,8.409,3,2,2,2.488,4.664,4.665,3,1,2,40.862,44.428,44.43,7,2,2,13.107,16.4,16.401,4,1,1,2,1,1,1,19,5,2,3,2,0,3,8,5,4,4,Nevada,2,2,2,1,10,26,34,1,1,1,1,4.582,120.447,120.449,34,1
R_eIOcCs1CpQkm6eV,Default Response Set,Anonymous,,,,0,1/8/13 16:35,1/8/13 16:41,1,6740034,11,99,1,1,1,32.109,40.35,40.351,3,2,2,7.939,16.612,16.614,5,1,4,23.527,27.103,27.103,3,2,1,14.662,17.102,17.103,3,1,1,1,1,1,1,26,5,3,1,2,0,3,8,5,3,5,North Carolina,2,2,2,2,12,50,"10,000",,2,2,1,3.095,243.532,243.534,43,1
R_2f5gUqG6cXs46Md,Default Response Set,Anonymous,,,,0,1/8/13 16:38,1/8/13 16:42,1,2061294,31,92,1,1,1,8.699,24.228,24.237,3,2,1,23.948,29.286,29.295,3,1,1,6.655,8.986,8.996,3,2,1,12.869,18.595,18.604,4,1,2,2,,1,1,34,5,3,1,1,3,4,8,1,4,4,New York,2,2,2,2,5,5,15000,1,1,1,1,3.908,109.483,109.509,31,1
R_0HQT5ABdVAH9OU5,Default Response Set,Anonymous,,,,0,1/8/13 16:37,1/8/13 16:42,1,4990665,46,60,1,1,1,5.76,10.168,10.168,3,2,2,3.39,33.015,33.015,6,1,1,2.701,10.926,10.926,4,1,3,8.97,13.237,13.237,4,1,2,2,,,1,21,5,3,1,2,0,11,8,5,5,1,california,2,2,1,2,5,7,150000,1,1,1,1,3.515,161.902,161.902,29,1
R_5vVekY9rNbTvFiJ,Default Response Set,Anonymous,,,,0,1/8/13 16:36,1/8/13 16:42,1,8587723,71,11,1,1,1,17.144,23.36,23.365,3,2,1,6.219,9.602,9.608,3,1,1,21.339,54.522,54.531,6,2,1,13.238,63.846,63.851,8,1,1,1,1,1,2,58,5,3,3,3,0,2,3,3,7,2,Georgia,2,2,2,1,4,6,1.5 million,2,2,1,1,5.611,173.473,173.479,41,1
R_87E9iaPSxaUODD7,Default Response Set,Anonymous,,,,0,1/8/13 16:39,1/8/13 16:42,1,1266860,22,34,1,1,1,11.495,33.1,33.101,4,2,1,2.659,8.063,8.063,4,1,1,18.234,20.339,20.34,3,2,2,2.911,6.135,6.137,3,1,1,2,1,1,1,22,5,3,3,2,0,4,8,5,5,2,Tennessee,2,2,2,1,8,6,10000,1,1,2,1,3.231,109.996,109.996,30,1
R_51lOOAynJUiLgqh,Default Response Set,Anonymous,,,,0,1/8/13 16:40,1/8/13 16:43,1,2170005,83,9,1,1,3,1.689,9.841,9.846,3,1,3,8.138,10.874,10.88,3,2,3,8.01,11.01,11.016,3,1,2,25.224,27.984,27.99,3,1,2,2,,,1,30,6,1,1,2,0,2,8,5,4,4,TN,2,2,2,2,20,20,10000000,2,2,2,2,4.039,89.093,89.112,30,1
R_aVMlIO6X7rfczRP,Default Response Set,Anonymous,,,,0,1/8/13 16:41,1/8/13 16:46,1,571038,62,98,1,1,3,8.608,15.903,15.904,3,2,3,3.814,12.414,12.415,3,1,2,2.806,40.709,40.71,4,2,2,10.305,15.745,15.746,3,1,1,2,1,1,1,26,5,3,2,2,0,2,4,2,4,4,Washington,2,2,1,2,5,3,2000,1,1,2,1,3.347,142.032,142.034,31,1
R_0wZkiuzJSdN1Loh,Default Response Set,Anonymous,,,,0,1/8/13 16:39,1/8/13 16:46,1,1674924,35,71,1,1,1,8.501,12.164,12.166,3,2,3,30.785,34.113,34.115,3,1,1,9.154,12.583,12.585,3,2,4,31.181,35.271,35.272,3,1,1,1,1,1,2,24,5,4,3,2,0,6,8,4,5,2,new york,2,2,1,2,5,4,"5,000",1,1,2,2,5.284,291.537,291.54,30,1
R_bD87SvjN2KwjHYF,Default Response Set,Anonymous,,,,0,1/8/13 16:37,1/8/13 16:46,1,6920195,40,39,1,1,1,7.822,37.453,37.456,4,2,2,66.53,79.948,79.949,4,1,1,19.596,22.382,22.384,3,2,2,31.208,36.173,36.174,3,1,1,1,1,1,1,51,5,3,3,3,0,3,8,5,6,2,Ohio,2,2,1,1,4,50,2300,1,1,2,1,7.423,269.792,269.795,33,1
R_8GP4nitcsscZY33,Default Response Set,Anonymous,,,,0,1/8/13 16:43,1/8/13 16:46,1,4596622,79,96,1,1,1,2.443,5.411,5.412,3,2,1,5.516,8.316,8.316,3,1,1,11.584,14.67,14.671,3,2,1,36.187,39.445,39.445,3,1,2,2,,2,1,24,5,5,2,2,0,8,8,5,4,5,Michigan,2,2,2,2,10,5,1200,1,1,2,1,4.122,135.254,13.435,37,1
R_blusvh9cNkvDyJv,Default Response Set,Anonymous,,,,0,1/8/13 16:45,1/8/13 16:47,1,9647563,35,16,1,2,4,1.516,4.995,4.995,3,1,3,3.084,5.928,5.928,4,1,3,2.281,4.216,4.216,3,1,2,1.17,2.996,2.996,3,1,2,2,1,1,1,22,5,4,1,2,0,2,8,5,5,3,mi,2,2,2,2,20,20000,50000,1,2,2,2,1.42,63.609,63.625,30,1
R_bgrcoBpHNDIlsLX,Default Response Set,Anonymous,,,,0,1/8/13 16:44,1/8/13 16:48,1,6930248,38,49,1,1,1,10.949,18.91,18.918,3,1,1,17.187,33.049,33.058,4,1,1,12.192,14.942,14.95,4,1,1,13.184,46.15,46.158,5,1,1,1,1,1,2,22,5,3,3,1,2,3,8,5,6,2,WA,2,2,2,2,50,50,25000,1,1,1,1,2.734,101.223,101.248,37,1
R_9QYkrBl4LwOP1vT,Default Response Set,Anonymous,,,,0,1/8/13 16:45,1/8/13 16:48,1,9759589,99,36,1,1,1,5.546,9.519,9.522,4,1,2,5.247,9.063,9.064,3,1,2,5.066,22.81,22.811,3,1,2,33.555,38.406,38.407,4,1,1,1,1,1,1,20,5,3,1,2,1,2,1,3,2,6,Wisconsin,2,2,2,2,5,3,"100,000",1,1,1,1,2.072,92.806,92.807,37,1
R_doi1ksY1qwOxIpL,Default Response Set,Anonymous,,,,0,1/8/13 16:27,1/8/13 16:49,1,6092186,57,76,1,1,1,13.531,23.497,23.501,3,2,1,6.712,12.912,12.916,3,1,1,20.395,25.87,25.876,3,2,1,13.362,19.474,19.478,3,1,1,1,1,1,2,24,5,4,1,2,0,1,8,5,7,1,California,2,2,2,2,25,50,200,1,1,1,1,3.307,146.158,146.173,29,1
R_9vOBYOAYrXfQFUx,Default Response Set,Anonymous,,,,0,1/8/13 16:45,1/8/13 16:50,1,171459,33,7,1,1,2,18.423,24.142,24.142,3,2,2,27.15,44.462,44.462,3,1,2,5.777,10.761,10.761,3,2,2,26.252,32.769,32.784,3,1,1,1,1,1,1,50,5,5,3,3,4,5,1,1,2,6,Texas,2,2,2,2,8,50,25000,1,1,1,1,4.538,154.462,154.462,30,1
R_9tdIEGVF3oR9gDb,Default Response Set,Anonymous,,,,0,1/8/13 16:47,1/8/13 16:50,1,9640720,35,44,1,1,1,6.025,14.928,14.939,4,1,1,13.656,25.511,25.519,4,1,1,6.765,9.077,9.085,3,1,1,9.889,15.617,15.625,3,1,1,1,1,1,1,23,5,3,1,2,0,7,8,5,7,1,California,2,2,2,2,5,30,"500,000",1,1,2,1,4.094,108.822,108.85,34,1
R_02ouCDQEt9xQglv,Default Response Set,Anonymous,,,,0,1/8/13 16:44,1/8/13 16:51,1,6102519,18,93,1,1,1,50.673,63.69,63.694,3,1,2,34.328,41.608,41.611,3,1,1,26.204,33.428,33.432,3,1,2,7.993,22.039,22.043,3,1,1,1,1,1,1,42,5,3,3,2,0,1,8,5,7,2,Colorado,2,2,2,2,15,50,1000,1,1,1,1,4.085,229.9,229.905,31,1
R_6sV5bPHk2XAwYfj,Default Response Set,Anonymous,,,,0,1/8/13 16:47,1/8/13 16:51,1,8279916,52,12,1,1,1,13.864,20.377,20.379,3,2,3,1.951,15.545,15.547,5,1,1,12.129,33.391,33.393,3,1,4,5.77,22.75,22.753,4,1,1,1,1,1,1,26,5,3,1,2,0,2,4,4,3,2,Kentucky,2,2,2,2,5,8,50000,1,1,1,1,2.657,137.431,137.434,30,1
R_06YwTZzn5vFxDkF,Default Response Set,Anonymous,,,,0,1/8/13 16:48,1/8/13 16:54,1,5277884,47,96,1,2,3,15.138,17.658,17.662,3,2,3,44.873,48.625,48.627,3,2,2,3.931,6.267,6.269,3,2,2,5.327,14.955,14.957,5,1,1,1,1,1,2,32,5,2,3,2,0,4,3,5,4,2,California,2,2,1,2,7,20,20000000,1,1,1,1,6.585,191.009,191.012,37,1
R_4MTPmIMpWy8Hx2t,Default Response Set,Anonymous,,,,0,1/8/13 16:50,1/8/13 16:55,1,3101115,30,82,1,1,1,10.231,12.382,12.396,3,2,1,69.759,77.085,77.1,3,1,1,40.552,44.502,44.517,3,2,1,18.98,22.356,22.37,3,1,1,1,1,1,1,34,2,5,3,1,1,7,2,2,7,4,SC,2,2,1,1,7,5,60000,2,2,2,2,2.88,113.958,113.994,34,1
R_6PVpoB5oXJak33v,Default Response Set,Anonymous,,,,0,1/8/13 16:51,1/8/13 16:55,1,5918925,98,4,1,1,1,5.457,7.936,7.939,3,2,1,10.794,13.766,13.775,3,1,1,17.129,20.189,20.2,3,2,1,28.996,33.258,33.269,3,1,2,2,2,2,1,18,1,,1,2,0,8,8,5,4,4,Texas,2,2,2,2,50,50,"50,000,000",1,1,2,1,2.897,120.832,120.852,33,1
R_74b2hBrYWtUrZ2d,Default Response Set,Anonymous,,,,0,1/8/13 16:50,1/8/13 16:55,1,3687606,61,62,1,1,1,9.744,11.76,11.765,3,2,1,5.933,8.013,8.017,3,1,1,41.861,52.013,52.018,3,2,1,18.42,21.092,21.097,3,1,2,1,2,2,2,23,6,3,3,1,1,7,8,5,6,2,California,2,2,1,2,4,500000,10000,2,2,2,2,7.343,152.819,152.834,32,1
R_4Uxft9s7MRewmwJ,Default Response Set,Anonymous,,,,0,1/8/13 16:53,1/8/13 16:56,1,7076791,4,47,1,1,1,9.242,18.535,18.537,3,2,1,17.462,21.716,21.717,4,1,1,5.465,16.412,16.414,3,1,1,5.612,8.011,8.012,3,1,1,1,1,1,1,22,5,3,2,2,0,5,8,5,2,2,Ohio,2,2,1,1,5,50,25000,1,1,1,1,3.379,126.106,126.109,44,1
R_0UIbnT9qHywBSbH,Default Response Set,Anonymous,,,,0,1/8/13 16:36,1/8/13 16:57,1,4240037,78,87,1,1,1,6.797,16.053,16.054,3,2,1,25.593,31.481,31.482,3,1,1,30.292,44.643,44.646,4,2,1,71.082,82.834,82.836,3,1,1,2,,,1,46,5,4,3,2,1,4,3,3,1,6,Florida,2,2,2,1,4,50,10000,1,1,1,1,4.822,238.061,238.063,29,1
R_0DjoN0x8B5JFjY9,Default Response Set,Anonymous,,,,0,1/8/13 16:51,1/8/13 16:57,1,7808175,6,72,1,1,1,33.653,40.326,40.332,3,2,1,10.117,13.925,13.932,3,1,1,22.689,27.231,27.236,3,1,2,23.361,27.48,27.485,3,1,1,1,1,1,2,59,5,2,3,1,2,8,3,4,4,4,Maine,2,2,1,1,5,20,"200,000",1,1,2,2,5.192,192.313,192.329,31,1
R_eIHScApYN1YXPG5,Default Response Set,Anonymous,,,,0,1/8/13 16:47,1/8/13 16:59,1,6185146,87,67,1,1,2,13.262,18.366,18.368,3,2,2,17.441,21.818,21.819,3,1,2,31.699,35.675,35.676,3,1,2,27.71,91.294,91.295,4,1,2,2,1,1,2,52,6,2,3,2,2,1,3,1,7,2,FL,2,2,2,2,5,30,20,1,2,2,2,6.812,236.808,38.271,36,1
R_e3fHoDmBzxlZn0x,Default Response Set,Anonymous,,,,0,1/8/13 16:56,1/8/13 17:01,1,4682444,21,31,1,1,1,7.327,36.103,36.103,4,2,1,19.523,40.697,40.701,6,1,1,14.376,17.366,17.367,3,2,1,10.669,19.359,19.36,3,1,1,1,1,1,1,24,5,4,3,1,0,9,8,5,5,3,Ohio,1,2,1,2,20,50,10000,1,1,1,1,3.963,147.921,147.923,33,1
R_887pDqusWTIzYIB,Default Response Set,Anonymous,,,,0,1/8/13 16:56,1/8/13 17:01,1,9601665,19,60,1,1,2,18.359,42.945,42.946,5,2,2,12.087,16.993,16.994,3,1,2,13.921,17.483,17.484,3,2,3,8.129,10.871,10.872,3,1,1,1,1,1,1,24,1,4,1,2,0,8,3,4,6,2,NY,2,1,1,2,8,50,200000,1,1,2,1,3.391,178.253,178.255,42,1
R_e5JuvIs2QWqtp8V,Default Response Set,Anonymous,,,,0,1/8/13 16:54,1/8/13 17:02,1,3993022,29,23,1,1,2,5.316,15.485,15.5,3,2,3,33.654,39.128,39.144,3,1,2,3.032,12.598,12.61,3,1,2,4.879,18.78,18.795,3,1,2,1,1,1,2,25,4,3,2,2,0,8,8,5,6,4,MD,2,1,1,1,5,12,2000,2,2,2,1,3.461,124.973,125.002,35,1
R_4YC5pI39S1GRbkF,Default Response Set,Anonymous,,,,0,1/8/13 17:00,1/8/13 17:03,1,6868314,72,3,1,1,1,4.1,8.244,8.244,3,2,2,2.184,4.367,4.368,3,1,1,6.491,10.642,10.643,3,2,3,5.465,15.112,15.113,4,1,1,1,2,1,2,26,5,2,3,1,0,5,7,5,7,1,New Hampshire,2,2,2,2,25,25,5000,1,1,1,2,1.632,122.238,122.242,33,1
R_3z5ZDKqlLrHXgxf,Default Response Set,Anonymous,,,,0,1/8/13 16:59,1/8/13 17:05,1,2458075,1,94,1,1,2,33.426,75.945,75.947,7,2,1,2.511,17.1,17.103,5,1,1,0.326,15.837,15.839,4,1,1,5.565,14.03,14.031,6,1,1,1,1,1,2,2-,5,3,1,2,0,10,1,1,2,3,New York,1,2,1,1,12,50,"20,000",2,2,2,2,4.352,173.109,173.121,61,1
R_3PgP1GlqKkqxCsd,Default Response Set,Anonymous,,,,0,1/8/13 17:02,1/8/13 17:06,1,2682515,3,42,1,1,3,2.768,28.091,28.092,5,2,3,5.151,7.401,7.402,3,1,2,2.919,5.726,5.727,3,2,2,13.428,16.082,16.083,3,1,1,1,1,1,1,21,6,4,1,2,0,1,8,4,6,2,ILLINOIS,1,2,2,1,25,40,400000,2,2,2,2,2.461,137.059,137.06,32,1
R_2ggOsnfTWGJyb9H,Default Response Set,Anonymous,,,,0,1/8/13 17:02,1/8/13 17:08,1,7725653,77,12,1,1,1,8.443,10.735,10.749,3,1,1,49.708,53.83,53.843,3,1,1,22.655,26.875,26.888,3,1,1,17.174,21.076,21.089,3,1,1,1,1,1,1,19,5,3,1,2,0,3,8,5,6,2,kentucky,1,1,1,1,8-May,8-May,8-May,1,1,2,1,1.851,201.512,201.547,33,1
R_0oodNqnftYIWSRD,Default Response Set,Anonymous,,,,0,1/8/13 17:05,1/8/13 17:08,1,3624611,86,78,1,1,2,4.395,14.228,14.233,7,1,2,5.657,8.335,8.341,4,1,2,8.18,11.688,11.697,4,1,2,2.39,17.433,17.439,5,1,1,1,1,1,1,20,1,3,1,2,0,4,8,5,7,2,md,2,2,2,2,8,20,400000,1,1,1,1,1.884,85.939,85.95,40,1
R_6WFFRrug4wP5OOp,Default Response Set,Anonymous,,,,0,1/8/13 17:07,1/8/13 17:11,1,2026685,95,96,1,1,1,5.107,10.393,10.394,3,1,4,10.78,15.528,15.529,3,1,1,6.875,17.32,17.321,3,1,2,31.492,46.061,46.063,4,1,1,1,1,1,2,22,5,4,3,2,0,3,7,4,5,3,Illinois,2,2,1,2,5,50,"10,000",2,2,2,2,2.401,130.578,130.579,28,1
